"Prices","year","month","State"
10.43,2013,1,"Georgia"
10.6,2013,2,"Georgia"
10.84,2013,3,"Georgia"
11.02,2013,4,"Georgia"
11.74,2013,5,"Georgia"
12.39,2013,6,"Georgia"
12.55,2013,7,"Georgia"
12.59,2013,8,"Georgia"
12.2,2013,9,"Georgia"
11.24,2013,10,"Georgia"
10.66,2013,11,"Georgia"
10.41,2013,12,"Georgia"
10.9,2014,1,"Georgia"
10.97,2014,2,"Georgia"
11.3,2014,3,"Georgia"
11.57,2014,4,"Georgia"
11.9,2014,5,"Georgia"
12.62,2014,6,"Georgia"
12.63,2014,7,"Georgia"
12.6,2014,8,"Georgia"
12.21,2014,9,"Georgia"
11.42,2014,10,"Georgia"
10.72,2014,11,"Georgia"
10.47,2014,12,"Georgia"
10.49,2015,1,"Georgia"
10.8,2015,2,"Georgia"
10.65,2015,3,"Georgia"
11.31,2015,4,"Georgia"
11.74,2015,5,"Georgia"
12.34,2015,6,"Georgia"
13.35,2015,7,"Georgia"
12.27,2015,8,"Georgia"
12.18,2015,9,"Georgia"
11.16,2015,10,"Georgia"
10.5,2015,11,"Georgia"
10.28,2015,12,"Georgia"
10.4,2016,1,"Georgia"
10.52,2016,2,"Georgia"
11.14,2016,3,"Georgia"
11.16,2016,4,"Georgia"
11.51,2016,5,"Georgia"
12.25,2016,6,"Georgia"
12.29,2016,7,"Georgia"
12.52,2016,8,"Georgia"
11.93,2016,9,"Georgia"
8.14,2001,1,"Florida"
8.29,2001,2,"Florida"
8.51,2001,3,"Florida"
8.84,2001,4,"Florida"
8.93,2001,5,"Florida"
8.2,2001,6,"Florida"
8.76,2001,7,"Florida"
8.77,2001,8,"Florida"
8.82,2001,9,"Florida"
8.7,2001,10,"Florida"
8.7,2001,11,"Florida"
8.58,2001,12,"Florida"
8.38,2002,1,"Florida"
8.57,2002,2,"Florida"
8.53,2002,3,"Florida"
8.44,2002,4,"Florida"
8.1,2002,5,"Florida"
7.61,2002,6,"Florida"
8.07,2002,7,"Florida"
8.09,2002,8,"Florida"
8.09,2002,9,"Florida"
8.14,2002,10,"Florida"
8.21,2002,11,"Florida"
7.92,2002,12,"Florida"
8.09,2003,1,"Florida"
7.99,2003,2,"Florida"
8.21,2003,3,"Florida"
8.87,2003,4,"Florida"
8.56,2003,5,"Florida"
8.51,2003,6,"Florida"
8.49,2003,7,"Florida"
8.72,2003,8,"Florida"
8.74,2003,9,"Florida"
8.88,2003,10,"Florida"
8.98,2003,11,"Florida"
8.65,2003,12,"Florida"
8.8,2004,1,"Florida"
8.84,2004,2,"Florida"
8.94,2004,3,"Florida"
9.91,2004,4,"Florida"
8.95,2004,5,"Florida"
8.86,2004,6,"Florida"
8.93,2004,7,"Florida"
8.93,2004,8,"Florida"
8.99,2004,9,"Florida"
9,2004,10,"Florida"
9.12,2004,11,"Florida"
8.87,2004,12,"Florida"
9.21,2005,1,"Florida"
9.38,2005,2,"Florida"
9.55,2005,3,"Florida"
9.66,2005,4,"Florida"
9.64,2005,5,"Florida"
9.56,2005,6,"Florida"
9.58,2005,7,"Florida"
9.66,2005,8,"Florida"
9.69,2005,9,"Florida"
9.8,2005,10,"Florida"
9.91,2005,11,"Florida"
9.81,2005,12,"Florida"
11.04,2006,1,"Florida"
11.15,2006,2,"Florida"
11.2,2006,3,"Florida"
11.3,2006,4,"Florida"
11.31,2006,5,"Florida"
11.39,2006,6,"Florida"
11.4,2006,7,"Florida"
11.47,2006,8,"Florida"
11.47,2006,9,"Florida"
11.45,2006,10,"Florida"
11.41,2006,11,"Florida"
11.19,2006,12,"Florida"
11.06,2007,1,"Florida"
10.99,2007,2,"Florida"
11.16,2007,3,"Florida"
11.23,2007,4,"Florida"
11.18,2007,5,"Florida"
11.23,2007,6,"Florida"
11.29,2007,7,"Florida"
11.28,2007,8,"Florida"
11.3,2007,9,"Florida"
11.31,2007,10,"Florida"
11.34,2007,11,"Florida"
11.19,2007,12,"Florida"
11.05,2008,1,"Florida"
10.96,2008,2,"Florida"
11.16,2008,3,"Florida"
11.31,2008,4,"Florida"
11.4,2008,5,"Florida"
11.58,2008,6,"Florida"
11.75,2008,7,"Florida"
12.11,2008,8,"Florida"
12.08,2008,9,"Florida"
12.09,2008,10,"Florida"
11.97,2008,11,"Florida"
11.98,2008,12,"Florida"
12.58,2009,1,"Florida"
12.74,2009,2,"Florida"
12.6,2009,3,"Florida"
12.38,2009,4,"Florida"
12.26,2009,5,"Florida"
12.23,2009,6,"Florida"
12.36,2009,7,"Florida"
12.25,2009,8,"Florida"
12.34,2009,9,"Florida"
12.34,2009,10,"Florida"
12.49,2009,11,"Florida"
12.22,2009,12,"Florida"
9.34,2010,1,"Florida"
11.49,2010,2,"Florida"
11.54,2010,3,"Florida"
11.63,2010,4,"Florida"
11.55,2010,5,"Florida"
11.65,2010,6,"Florida"
11.71,2010,7,"Florida"
11.77,2010,8,"Florida"
11.73,2010,9,"Florida"
11.7,2010,10,"Florida"
11.7,2010,11,"Florida"
11.68,2010,12,"Florida"
11.33,2011,1,"Florida"
11.28,2011,2,"Florida"
11.46,2011,3,"Florida"
11.41,2011,4,"Florida"
11.52,2011,5,"Florida"
11.6,2011,6,"Florida"
11.61,2011,7,"Florida"
11.62,2011,8,"Florida"
11.59,2011,9,"Florida"
11.51,2011,10,"Florida"
11.56,2011,11,"Florida"
11.47,2011,12,"Florida"
11.55,2012,1,"Florida"
11.33,2012,2,"Florida"
11.09,2012,3,"Florida"
11.42,2012,4,"Florida"
11,2012,5,"Florida"
11.49,2012,6,"Florida"
11.31,2012,7,"Florida"
11.49,2012,8,"Florida"
11.6,2012,9,"Florida"
11.53,2012,10,"Florida"
11.82,2012,11,"Florida"
11.38,2012,12,"Florida"
11.2,2013,1,"Florida"
11.28,2013,2,"Florida"
11.09,2013,3,"Florida"
11.05,2013,4,"Florida"
11.22,2013,5,"Florida"
11.2,2013,6,"Florida"
11.27,2013,7,"Florida"
11.26,2013,8,"Florida"
11.58,2013,9,"Florida"
11.25,2013,10,"Florida"
11.47,2013,11,"Florida"
11.31,2013,12,"Florida"
11.74,2014,1,"Florida"
11.81,2014,2,"Florida"
11.75,2014,3,"Florida"
11.67,2014,4,"Florida"
11.76,2014,5,"Florida"
12,2014,6,"Florida"
11.87,2014,7,"Florida"
11.89,2014,8,"Florida"
12.22,2014,9,"Florida"
11.91,2014,10,"Florida"
12.11,2014,11,"Florida"
11.82,2014,12,"Florida"
11.72,2015,1,"Florida"
11.88,2015,2,"Florida"
11.46,2015,3,"Florida"
11.57,2015,4,"Florida"
11.47,2015,5,"Florida"
11.57,2015,6,"Florida"
11.65,2015,7,"Florida"
11.6,2015,8,"Florida"
11.66,2015,9,"Florida"
11.48,2015,10,"Florida"
11.56,2015,11,"Florida"
11.34,2015,12,"Florida"
11.5,2016,1,"Florida"
11.34,2016,2,"Florida"
11.24,2016,3,"Florida"
11.07,2016,4,"Florida"
10.86,2016,5,"Florida"
11.08,2016,6,"Florida"
11.18,2016,7,"Florida"
11.47,2016,8,"Florida"
11.39,2016,9,"Florida"
7.16,2001,1,"Washington DC"
6.9,2001,2,"Washington DC"
6.65,2001,3,"Washington DC"
6.68,2001,4,"Washington DC"
8.77,2001,5,"Washington DC"
8.97,2001,6,"Washington DC"
9.18,2001,7,"Washington DC"
8.91,2001,8,"Washington DC"
8.37,2001,9,"Washington DC"
6.68,2001,10,"Washington DC"
6.91,2001,11,"Washington DC"
7.17,2001,12,"Washington DC"
7.03,2002,1,"Washington DC"
7.72,2002,2,"Washington DC"
6.76,2002,3,"Washington DC"
6.82,2002,4,"Washington DC"
7.94,2002,5,"Washington DC"
9.1,2002,6,"Washington DC"
9.21,2002,7,"Washington DC"
9.48,2002,8,"Washington DC"
8.59,2002,9,"Washington DC"
6.2,2002,10,"Washington DC"
7,2002,11,"Washington DC"
7.12,2002,12,"Washington DC"
7.07,2003,1,"Washington DC"
7.02,2003,2,"Washington DC"
6.97,2003,3,"Washington DC"
6.88,2003,4,"Washington DC"
8.84,2003,5,"Washington DC"
9,2003,6,"Washington DC"
9.14,2003,7,"Washington DC"
8.97,2003,8,"Washington DC"
8.36,2003,9,"Washington DC"
6.37,2003,10,"Washington DC"
6.82,2003,11,"Washington DC"
7.16,2003,12,"Washington DC"
7.2,2004,1,"Washington DC"
7.27,2004,2,"Washington DC"
7.17,2004,3,"Washington DC"
6.97,2004,4,"Washington DC"
8.56,2004,5,"Washington DC"
9.75,2004,6,"Washington DC"
9.3,2004,7,"Washington DC"
9.06,2004,8,"Washington DC"
8.6,2004,9,"Washington DC"
7.24,2004,10,"Washington DC"
6.59,2004,11,"Washington DC"
6.94,2004,12,"Washington DC"
7.45,2005,1,"Washington DC"
8.38,2005,2,"Washington DC"
8.68,2005,3,"Washington DC"
8.77,2005,4,"Washington DC"
7.7,2005,5,"Washington DC"
9.42,2005,6,"Washington DC"
10.09,2005,7,"Washington DC"
10.01,2005,8,"Washington DC"
10.07,2005,9,"Washington DC"
9.91,2005,10,"Washington DC"
8.8,2005,11,"Washington DC"
8.96,2005,12,"Washington DC"
9.34,2006,1,"Washington DC"
8.12,2006,2,"Washington DC"
8.54,2006,3,"Washington DC"
8.92,2006,4,"Washington DC"
9.59,2006,5,"Washington DC"
10.86,2006,6,"Washington DC"
10.81,2006,7,"Washington DC"
10.86,2006,8,"Washington DC"
11.39,2006,9,"Washington DC"
10.32,2006,10,"Washington DC"
8.99,2006,11,"Washington DC"
9.86,2006,12,"Washington DC"
10.01,2007,1,"Washington DC"
9.9,2007,2,"Washington DC"
9.52,2007,3,"Washington DC"
9.84,2007,4,"Washington DC"
9.59,2007,5,"Washington DC"
11.98,2007,6,"Washington DC"
12.72,2007,7,"Washington DC"
12.58,2007,8,"Washington DC"
12.24,2007,9,"Washington DC"
12.05,2007,10,"Washington DC"
10.6,2007,11,"Washington DC"
11.44,2007,12,"Washington DC"
10.74,2008,1,"Washington DC"
10.73,2008,2,"Washington DC"
11.08,2008,3,"Washington DC"
11.16,2008,4,"Washington DC"
11.01,2008,5,"Washington DC"
13.24,2008,6,"Washington DC"
14.89,2008,7,"Washington DC"
14.44,2008,8,"Washington DC"
13.96,2008,9,"Washington DC"
14.14,2008,10,"Washington DC"
13,2008,11,"Washington DC"
13.03,2008,12,"Washington DC"
13.04,2009,1,"Washington DC"
12.98,2009,2,"Washington DC"
13.12,2009,3,"Washington DC"
12.99,2009,4,"Washington DC"
13,2009,5,"Washington DC"
14.2,2009,6,"Washington DC"
14.52,2009,7,"Washington DC"
14.72,2009,8,"Washington DC"
14.79,2009,9,"Washington DC"
14.28,2009,10,"Washington DC"
12.99,2009,11,"Washington DC"
13.44,2009,12,"Washington DC"
13.29,2010,1,"Washington DC"
13.41,2010,2,"Washington DC"
13.22,2010,3,"Washington DC"
13.73,2010,4,"Washington DC"
14,2010,5,"Washington DC"
14.74,2010,6,"Washington DC"
14.59,2010,7,"Washington DC"
14.76,2010,8,"Washington DC"
14.39,2010,9,"Washington DC"
14.37,2010,10,"Washington DC"
13.32,2010,11,"Washington DC"
13.48,2010,12,"Washington DC"
13.62,2011,1,"Washington DC"
13.64,2011,2,"Washington DC"
15.18,2011,3,"Washington DC"
13.68,2011,4,"Washington DC"
14.03,2011,5,"Washington DC"
14.12,2011,6,"Washington DC"
13.03,2011,7,"Washington DC"
13.06,2011,8,"Washington DC"
13.22,2011,9,"Washington DC"
13.27,2011,10,"Washington DC"
11.86,2011,11,"Washington DC"
12.24,2011,12,"Washington DC"
11.78,2012,1,"Washington DC"
12.21,2012,2,"Washington DC"
12.2,2012,3,"Washington DC"
12.49,2012,4,"Washington DC"
12.39,2012,5,"Washington DC"
13.18,2012,6,"Washington DC"
12.26,2012,7,"Washington DC"
12.23,2012,8,"Washington DC"
12.22,2012,9,"Washington DC"
12.35,2012,10,"Washington DC"
12.21,2012,11,"Washington DC"
11.98,2012,12,"Washington DC"
12.06,2013,1,"Washington DC"
11.97,2013,2,"Washington DC"
12.14,2013,3,"Washington DC"
12.36,2013,4,"Washington DC"
12.52,2013,5,"Washington DC"
12.65,2013,6,"Washington DC"
12.89,2013,7,"Washington DC"
12.98,2013,8,"Washington DC"
12.79,2013,9,"Washington DC"
13.07,2013,10,"Washington DC"
12.88,2013,11,"Washington DC"
12.5,2013,12,"Washington DC"
12.59,2014,1,"Washington DC"
12.7,2014,2,"Washington DC"
12.59,2014,3,"Washington DC"
13.1,2014,4,"Washington DC"
14.26,2014,5,"Washington DC"
13.25,2014,6,"Washington DC"
12.12,2014,7,"Washington DC"
12.61,2014,8,"Washington DC"
12.57,2014,9,"Washington DC"
13.17,2014,10,"Washington DC"
12.72,2014,11,"Washington DC"
12.04,2014,12,"Washington DC"
12.02,2015,1,"Washington DC"
13.16,2015,2,"Washington DC"
12.38,2015,3,"Washington DC"
13.21,2015,4,"Washington DC"
13.22,2015,5,"Washington DC"
12.79,2015,6,"Washington DC"
13.64,2015,7,"Washington DC"
13.03,2015,8,"Washington DC"
12.74,2015,9,"Washington DC"
13.92,2015,10,"Washington DC"
13.71,2015,11,"Washington DC"
13.36,2015,12,"Washington DC"
13.05,2016,1,"Washington DC"
12.78,2016,2,"Washington DC"
13.25,2016,3,"Washington DC"
13.48,2016,4,"Washington DC"
13.72,2016,5,"Washington DC"
12.85,2016,6,"Washington DC"
12.3,2016,7,"Washington DC"
12.48,2016,8,"Washington DC"
12.26,2016,9,"Washington DC"
7.61,2001,1,"Delaware"
7.8,2001,2,"Delaware"
7.93,2001,3,"Delaware"
8.25,2001,4,"Delaware"
8.69,2001,5,"Delaware"
9.44,2001,6,"Delaware"
9.32,2001,7,"Delaware"
9.32,2001,8,"Delaware"
9.34,2001,9,"Delaware"
8.74,2001,10,"Delaware"
8.58,2001,11,"Delaware"
8.44,2001,12,"Delaware"
7.89,2002,1,"Delaware"
8.09,2002,2,"Delaware"
8.17,2002,3,"Delaware"
8.43,2002,4,"Delaware"
8.71,2002,5,"Delaware"
9.47,2002,6,"Delaware"
9.36,2002,7,"Delaware"
9.33,2002,8,"Delaware"
9.4,2002,9,"Delaware"
8.65,2002,10,"Delaware"
8.47,2002,11,"Delaware"
8,2002,12,"Delaware"
7.77,2003,1,"Delaware"
7.61,2003,2,"Delaware"
7.82,2003,3,"Delaware"
8.31,2003,4,"Delaware"
8.64,2003,5,"Delaware"
9.56,2003,6,"Delaware"
9.36,2003,7,"Delaware"
9.37,2003,8,"Delaware"
9.39,2003,9,"Delaware"
8.76,2003,10,"Delaware"
8.68,2003,11,"Delaware"
8.14,2003,12,"Delaware"
7.83,2004,1,"Delaware"
7.65,2004,2,"Delaware"
8.11,2004,3,"Delaware"
8.41,2004,4,"Delaware"
8.78,2004,5,"Delaware"
9.65,2004,6,"Delaware"
9.61,2004,7,"Delaware"
9.63,2004,8,"Delaware"
9.62,2004,9,"Delaware"
8.93,2004,10,"Delaware"
8.84,2004,11,"Delaware"
8.43,2004,12,"Delaware"
8.05,2005,1,"Delaware"
7.89,2005,2,"Delaware"
8.03,2005,3,"Delaware"
8.56,2005,4,"Delaware"
9,2005,5,"Delaware"
9.91,2005,6,"Delaware"
9.84,2005,7,"Delaware"
9.81,2005,8,"Delaware"
9.9,2005,9,"Delaware"
9.14,2005,10,"Delaware"
9.23,2005,11,"Delaware"
8.68,2005,12,"Delaware"
8.66,2006,1,"Delaware"
8.87,2006,2,"Delaware"
8.91,2006,3,"Delaware"
9.41,2006,4,"Delaware"
12.1,2006,5,"Delaware"
13.94,2006,6,"Delaware"
13.72,2006,7,"Delaware"
13.51,2006,8,"Delaware"
13.62,2006,9,"Delaware"
13.71,2006,10,"Delaware"
13.4,2006,11,"Delaware"
12.9,2006,12,"Delaware"
12.43,2007,1,"Delaware"
12.01,2007,2,"Delaware"
12.24,2007,3,"Delaware"
12.95,2007,4,"Delaware"
13.54,2007,5,"Delaware"
13.79,2007,6,"Delaware"
13.7,2007,7,"Delaware"
13.65,2007,8,"Delaware"
13.68,2007,9,"Delaware"
13.77,2007,10,"Delaware"
13.68,2007,11,"Delaware"
12.94,2007,12,"Delaware"
12.57,2008,1,"Delaware"
12.61,2008,2,"Delaware"
12.96,2008,3,"Delaware"
13.89,2008,4,"Delaware"
14.43,2008,5,"Delaware"
14.59,2008,6,"Delaware"
14.46,2008,7,"Delaware"
14.49,2008,8,"Delaware"
14.7,2008,9,"Delaware"
14.88,2008,10,"Delaware"
14.61,2008,11,"Delaware"
13.76,2008,12,"Delaware"
13.21,2009,1,"Delaware"
13.15,2009,2,"Delaware"
13.62,2009,3,"Delaware"
14.16,2009,4,"Delaware"
14.69,2009,5,"Delaware"
14.8,2009,6,"Delaware"
14.42,2009,7,"Delaware"
14.31,2009,8,"Delaware"
14.4,2009,9,"Delaware"
14.7,2009,10,"Delaware"
14.5,2009,11,"Delaware"
13.81,2009,12,"Delaware"
12.65,2010,1,"Delaware"
12.93,2010,2,"Delaware"
13.07,2010,3,"Delaware"
14.22,2010,4,"Delaware"
14.72,2010,5,"Delaware"
14.43,2010,6,"Delaware"
13.95,2010,7,"Delaware"
13.96,2010,8,"Delaware"
14.14,2010,9,"Delaware"
14.67,2010,10,"Delaware"
14.48,2010,11,"Delaware"
13.65,2010,12,"Delaware"
12.9,2011,1,"Delaware"
13,2011,2,"Delaware"
13.72,2011,3,"Delaware"
13.89,2011,4,"Delaware"
14.68,2011,5,"Delaware"
14.12,2011,6,"Delaware"
13.77,2011,7,"Delaware"
13.69,2011,8,"Delaware"
13.94,2011,9,"Delaware"
14.1,2011,10,"Delaware"
13.92,2011,11,"Delaware"
13.52,2011,12,"Delaware"
13.03,2012,1,"Delaware"
13.17,2012,2,"Delaware"
13.52,2012,3,"Delaware"
13.93,2012,4,"Delaware"
14.37,2012,5,"Delaware"
13.98,2012,6,"Delaware"
13.32,2012,7,"Delaware"
13.57,2012,8,"Delaware"
13.74,2012,9,"Delaware"
14.53,2012,10,"Delaware"
13.63,2012,11,"Delaware"
13.03,2012,12,"Delaware"
12.8,2013,1,"Delaware"
12.64,2013,2,"Delaware"
12.96,2013,3,"Delaware"
13.32,2013,4,"Delaware"
14.21,2013,5,"Delaware"
13.12,2013,6,"Delaware"
12.23,2013,7,"Delaware"
12.61,2013,8,"Delaware"
12.78,2013,9,"Delaware"
13.98,2013,10,"Delaware"
13.36,2013,11,"Delaware"
12.64,2013,12,"Delaware"
12.4,2014,1,"Delaware"
12.31,2014,2,"Delaware"
12.12,2014,3,"Delaware"
13.26,2014,4,"Delaware"
13.91,2014,5,"Delaware"
14.02,2014,6,"Delaware"
13.55,2014,7,"Delaware"
14.04,2014,8,"Delaware"
13.68,2014,9,"Delaware"
14.63,2014,10,"Delaware"
13.97,2014,11,"Delaware"
13.03,2014,12,"Delaware"
12.04,2015,1,"Delaware"
13.46,2015,2,"Delaware"
12.68,2015,3,"Delaware"
13.69,2015,4,"Delaware"
14.39,2015,5,"Delaware"
13.98,2015,6,"Delaware"
13.2,2015,7,"Delaware"
13.5,2015,8,"Delaware"
13.61,2015,9,"Delaware"
14.35,2015,10,"Delaware"
14.47,2015,11,"Delaware"
13.4,2015,12,"Delaware"
13.16,2016,1,"Delaware"
12.99,2016,2,"Delaware"
13.39,2016,3,"Delaware"
13.89,2016,4,"Delaware"
14.54,2016,5,"Delaware"
13.6,2016,6,"Delaware"
12.99,2016,7,"Delaware"
13,2016,8,"Delaware"
13.09,2016,9,"Delaware"
6.52,2001,1,"South Dakota"
6.76,2001,2,"South Dakota"
6.89,2001,3,"South Dakota"
7.23,2001,4,"South Dakota"
7.76,2001,5,"South Dakota"
8.25,2001,6,"South Dakota"
8.06,2001,7,"South Dakota"
7.9,2001,8,"South Dakota"
7.97,2001,9,"South Dakota"
7.77,2001,10,"South Dakota"
7.38,2001,11,"South Dakota"
7,2001,12,"South Dakota"
6.72,2002,1,"South Dakota"
6.94,2002,2,"South Dakota"
6.89,2002,3,"South Dakota"
7.21,2002,4,"South Dakota"
7.57,2002,5,"South Dakota"
8.06,2002,6,"South Dakota"
7.9,2002,7,"South Dakota"
7.88,2002,8,"South Dakota"
7.93,2002,9,"South Dakota"
7.7,2002,10,"South Dakota"
7.17,2002,11,"South Dakota"
6.96,2002,12,"South Dakota"
6.86,2003,1,"South Dakota"
6.84,2003,2,"South Dakota"
6.99,2003,3,"South Dakota"
7.4,2003,4,"South Dakota"
7.72,2003,5,"South Dakota"
8.31,2003,6,"South Dakota"
8.05,2003,7,"South Dakota"
7.98,2003,8,"South Dakota"
7.93,2003,9,"South Dakota"
7.85,2003,10,"South Dakota"
7.3,2003,11,"South Dakota"
6.93,2003,12,"South Dakota"
6.83,2004,1,"South Dakota"
6.87,2004,2,"South Dakota"
7.2,2004,3,"South Dakota"
7.65,2004,4,"South Dakota"
7.94,2004,5,"South Dakota"
8.41,2004,6,"South Dakota"
8.4,2004,7,"South Dakota"
8.28,2004,8,"South Dakota"
8.23,2004,9,"South Dakota"
8.02,2004,10,"South Dakota"
7.54,2004,11,"South Dakota"
7.2,2004,12,"South Dakota"
6.8,2005,1,"South Dakota"
7.1,2005,2,"South Dakota"
7.32,2005,3,"South Dakota"
7.68,2005,4,"South Dakota"
8.24,2005,5,"South Dakota"
8.58,2005,6,"South Dakota"
8.3,2005,7,"South Dakota"
8.07,2005,8,"South Dakota"
8.35,2005,9,"South Dakota"
8.3,2005,10,"South Dakota"
7.86,2005,11,"South Dakota"
7.22,2005,12,"South Dakota"
6.98,2006,1,"South Dakota"
7.39,2006,2,"South Dakota"
7.41,2006,3,"South Dakota"
7.65,2006,4,"South Dakota"
8.35,2006,5,"South Dakota"
8.32,2006,6,"South Dakota"
8.43,2006,7,"South Dakota"
8,2006,8,"South Dakota"
8.31,2006,9,"South Dakota"
8.42,2006,10,"South Dakota"
7.88,2006,11,"South Dakota"
7.41,2006,12,"South Dakota"
7.32,2007,1,"South Dakota"
7.17,2007,2,"South Dakota"
7.6,2007,3,"South Dakota"
8.01,2007,4,"South Dakota"
8.41,2007,5,"South Dakota"
8.7,2007,6,"South Dakota"
8.58,2007,7,"South Dakota"
8.45,2007,8,"South Dakota"
8.81,2007,9,"South Dakota"
8.66,2007,10,"South Dakota"
8.2,2007,11,"South Dakota"
7.78,2007,12,"South Dakota"
7.47,2008,1,"South Dakota"
7.56,2008,2,"South Dakota"
7.73,2008,3,"South Dakota"
8,2008,4,"South Dakota"
8.57,2008,5,"South Dakota"
9.07,2008,6,"South Dakota"
9,2008,7,"South Dakota"
8.83,2008,8,"South Dakota"
9.18,2008,9,"South Dakota"
9.09,2008,10,"South Dakota"
8.29,2008,11,"South Dakota"
7.77,2008,12,"South Dakota"
7.63,2009,1,"South Dakota"
7.82,2009,2,"South Dakota"
7.9,2009,3,"South Dakota"
8.22,2009,4,"South Dakota"
8.86,2009,5,"South Dakota"
9.28,2009,6,"South Dakota"
9.33,2009,7,"South Dakota"
9.25,2009,8,"South Dakota"
9.31,2009,9,"South Dakota"
9.01,2009,10,"South Dakota"
8.49,2009,11,"South Dakota"
8.11,2009,12,"South Dakota"
7.8,2010,1,"South Dakota"
8.07,2010,2,"South Dakota"
8.28,2010,3,"South Dakota"
8.8,2010,4,"South Dakota"
9.43,2010,5,"South Dakota"
9.86,2010,6,"South Dakota"
9.94,2010,7,"South Dakota"
9.68,2010,8,"South Dakota"
9.81,2010,9,"South Dakota"
9.84,2010,10,"South Dakota"
9.19,2010,11,"South Dakota"
8.49,2010,12,"South Dakota"
8.34,2011,1,"South Dakota"
8.4,2011,2,"South Dakota"
8.63,2011,3,"South Dakota"
9,2011,4,"South Dakota"
9.59,2011,5,"South Dakota"
10.29,2011,6,"South Dakota"
10.21,2011,7,"South Dakota"
9.91,2011,8,"South Dakota"
10.27,2011,9,"South Dakota"
10.15,2011,10,"South Dakota"
9.61,2011,11,"South Dakota"
9.18,2011,12,"South Dakota"
9.22,2012,1,"South Dakota"
9.26,2012,2,"South Dakota"
9.49,2012,3,"South Dakota"
10.22,2012,4,"South Dakota"
10.61,2012,5,"South Dakota"
10.47,2012,6,"South Dakota"
10.59,2012,7,"South Dakota"
10.6,2012,8,"South Dakota"
10.85,2012,9,"South Dakota"
10.66,2012,10,"South Dakota"
10.01,2012,11,"South Dakota"
9.59,2012,12,"South Dakota"
9.29,2013,1,"South Dakota"
9.48,2013,2,"South Dakota"
9.6,2013,3,"South Dakota"
9.76,2013,4,"South Dakota"
10.65,2013,5,"South Dakota"
11.28,2013,6,"South Dakota"
11.19,2013,7,"South Dakota"
11.35,2013,8,"South Dakota"
11.16,2013,9,"South Dakota"
10.89,2013,10,"South Dakota"
10.07,2013,11,"South Dakota"
9.66,2013,12,"South Dakota"
9.38,2014,1,"South Dakota"
9.62,2014,2,"South Dakota"
9.75,2014,3,"South Dakota"
10.2,2014,4,"South Dakota"
10.95,2014,5,"South Dakota"
11.5,2014,6,"South Dakota"
11.55,2014,7,"South Dakota"
11.38,2014,8,"South Dakota"
11.48,2014,9,"South Dakota"
11.22,2014,10,"South Dakota"
10.42,2014,11,"South Dakota"
9.99,2014,12,"South Dakota"
10.13,2015,1,"South Dakota"
10.37,2015,2,"South Dakota"
10.24,2015,3,"South Dakota"
11.09,2015,4,"South Dakota"
11.44,2015,5,"South Dakota"
11.69,2015,6,"South Dakota"
11.9,2015,7,"South Dakota"
11.87,2015,8,"South Dakota"
12,2015,9,"South Dakota"
11.85,2015,10,"South Dakota"
11.1,2015,11,"South Dakota"
10.42,2015,12,"South Dakota"
10.26,2016,1,"South Dakota"
10.45,2016,2,"South Dakota"
10.98,2016,3,"South Dakota"
11.39,2016,4,"South Dakota"
12.11,2016,5,"South Dakota"
11.98,2016,6,"South Dakota"
12.19,2016,7,"South Dakota"
11.93,2016,8,"South Dakota"
12.49,2016,9,"South Dakota"
5.6,2001,1,"North Dakota"
5.75,2001,2,"North Dakota"
5.86,2001,3,"North Dakota"
6.28,2001,4,"North Dakota"
6.81,2001,5,"North Dakota"
7.46,2001,6,"North Dakota"
7.24,2001,7,"North Dakota"
7.46,2001,8,"North Dakota"
7.47,2001,9,"North Dakota"
6.91,2001,10,"North Dakota"
6.31,2001,11,"North Dakota"
5.87,2001,12,"North Dakota"
5.64,2002,1,"North Dakota"
5.83,2002,2,"North Dakota"
5.83,2002,3,"North Dakota"
6.1,2002,4,"North Dakota"
6.63,2002,5,"North Dakota"
7.25,2002,6,"North Dakota"
7.23,2002,7,"North Dakota"
7.23,2002,8,"North Dakota"
7.22,2002,9,"North Dakota"
6.61,2002,10,"North Dakota"
6.03,2002,11,"North Dakota"
5.99,2002,12,"North Dakota"
5.8,2003,1,"North Dakota"
5.79,2003,2,"North Dakota"
5.93,2003,3,"North Dakota"
6.46,2003,4,"North Dakota"
7.05,2003,5,"North Dakota"
7.51,2003,6,"North Dakota"
7.41,2003,7,"North Dakota"
7.35,2003,8,"North Dakota"
7.34,2003,9,"North Dakota"
7.02,2003,10,"North Dakota"
6.13,2003,11,"North Dakota"
5.7,2003,12,"North Dakota"
5.89,2004,1,"North Dakota"
5.85,2004,2,"North Dakota"
6.23,2004,3,"North Dakota"
6.64,2004,4,"North Dakota"
7.15,2004,5,"North Dakota"
7.83,2004,6,"North Dakota"
7.9,2004,7,"North Dakota"
7.94,2004,8,"North Dakota"
7.86,2004,9,"North Dakota"
7.23,2004,10,"North Dakota"
6.72,2004,11,"North Dakota"
6.28,2004,12,"North Dakota"
5.79,2005,1,"North Dakota"
6.07,2005,2,"North Dakota"
6.26,2005,3,"North Dakota"
6.86,2005,4,"North Dakota"
7.42,2005,5,"North Dakota"
8.05,2005,6,"North Dakota"
7.91,2005,7,"North Dakota"
7.98,2005,8,"North Dakota"
8.23,2005,9,"North Dakota"
7.73,2005,10,"North Dakota"
7.11,2005,11,"North Dakota"
